Legionella_pneumophila_subsp._pneumophila_ATC 5
Leptolyngbya_sp._PCC_7376 12
Leptospira_borgpetersenii_serovar_Hardjo-bovi_str_JB197 11
Leptospira_borgpetersenii_serovar_Hardjo-bovi_str_L550 6
Leptospira_interrogans_serovar_Copenhageni_str 1
Leptospira_interrogans_serovar_Lai_str._56601 2
Leptospira_interrogans_serovar_Lai_str._IPAV 1
Leptospirillum_ferriphilum_ML-04 5
Leptospirillum_ferriphilum_YSK 4
Leptospirillum_ferrooxidans_C2-3 8
Leptothrix_cholodnii_SP-6 6
Leuconostoc_gelidum_subsp._gasicomitatum_LM 5
Leuconostoc_sp._C2 5
Listeria_innocua_Clip11262 7
Listeria_ivanovii_WSLC3009 5
Listeria_monocytogenes 4
Listeria_monocytogenes_08-5578 15
Listeria_monocytogenes_08-5923 7
Listeria_monocytogenes_10403S 7
Listeria_monocytogenes_ATCC_19117 4
Listeria_monocytogenes_FSL_R2-561 6
Listeria_monocytogenes_Finland_1998 5
Listeria_monocytogenes_HCC23 6
Listeria_monocytogenes_J0161 7
Listeria_monocytogenes_L312 4
Listeria_monocytogenes_L99 5
Listeria_monocytogenes_M7 5
Listeria_monocytogenes_SLCC2372 6
Listeria_monocytogenes_SLCC2378 4
Listeria_monocytogenes_SLCC2479 6
Listeria_monocytogenes_SLCC2540 4
Listeria_monocytogenes_SLCC2755 6
Listeria_monocytogenes_SLCC7179 6
Listeria_monocytogenes_serotype_4b_str._CLI 4
Listeria_monocytogenes_serotype_7_str 6
Mahella_australiensis_50-1_BON 7
Marinobacter_hydrocarbonoclasticus_VT8 9
Marinomonas_sp._MWYL1 4
Mesorhizobium_australicum_WSM2073 1
Mesorhizobium_huakuii_7653R 4
Mesorhizobium_loti_MAFF303099 8
Mesorhizobium_opportunistum_WSM2075 2
Methanobrevibacter_smithii_ATCC_35061 1
Methanocella_arvoryzae_MRE50 1
Methanocella_conradii_HZ254 2
Methanococcus_maripaludis_X1 1
Methanolacinia_petrolearia_DSM_11571 3
Methanolobus_psychrophilus_R15 2
Methanosalsum_zhilinae_DSM_4017 1
Methanosarcina_acetivorans_C2A 13
Methanosarcina_barkeri_str._Fusaro 1
Methanosarcina_mazei_Go1 1
Methanothermus_fervidus_DSM_2088 1
Methylacidiphilum_infernorum_V4 1
Methylibium_petroleiphilum_PM1 4
Methylobacillus_flagellatus_KT 3
Methylobacterium_extorquens_CM4 9
Methylobacterium_extorquens_DM4 8
Methylobacterium_nodulans_ORS_2060 31
Methylobacterium_populi_BJ001 6
Methylobacterium_radiotolerans_JCM_2831 6
Methylobacterium_sp._4-46 10
Methylocella_silvestris_BL2 2
Methylocystis_sp._SC2 3
Methylovorus_sp._MP688 4
Micavibrio_aeruginosavorus_ARL-13 2
Micrococcus_luteus_NCTC_2665 6
Microcoleus_sp._PCC_7113 2
Microlunatus_phosphovorus_NM-1 7
Micromonospora_sp._L5 2
Moorella_thermoacetica_ATCC_39073 2
Morganella_morganii_subsp._morganii_KT 8
Mycobacterium_abscessus_subsp._bolletii_str._G 1
Mycobacterium_africanum_GM041182 1
Mycobacterium_avium_104 5
Mycobacterium_avium_subsp._paratuberculosi 1
Mycobacterium_bovis_BCG_str._Tokyo_172 1
Mycobacterium_chubuense_NBB4 7
Mycobacterium_gilvum_PYR-GCK 8
Mycobacterium_intracellulare_ATCC_13950 2
Mycobacterium_intracellulare_MOTT-02 2
Mycobacterium_intracellulare_MOTT-64 2
Mycobacterium_rhodesiae_NBB3 3
Mycobacterium_smegmatis_str._MC2_155 2
Mycobacterium_sp._KMS 7
Mycobacterium_sp._MCS 3
Mycobacterium_tuberculosis_7199-99 1
Mycobacterium_tuberculosis_F11 2
Mycobacterium_tuberculosis_H37Rv 3
Mycobacterium_tuberculosis_HKBS1 1
Mycobacterium_tuberculosis_K 2
Mycoplasma_hyopneumoniae_7422 1
Myxococcus_stipitatus_DSM_14675 6
Myxococcus_xanthus_DK_1622 9
Neisseria_meningitidis_alpha14 3
Neorhizobium_galegae_bv._officinalis_bv 6
Neorhizobium_galegae_bv._orientalis_str._HAMB 5
Niastella_koreensis_GR20-10 4
Nitrobacter_winogradskyi_Nb-255 15
Nitrosomonas_europaea_ATCC_19718 6
Nitrosomonas_sp._AL212 11
Nitrosospira_multiformis_ATCC_25196 4
Nocardia_farcinica_IFM_10152 5
Nocardia_nova_SH22a 7
Nocardioides_sp._JS614 2
Nocardiopsis_dassonvillei_subsp._dassonville 1
Nostoc_punctiforme_PCC_73102 506
Nostoc_sp._PCC_7107 4
Nostoc_sp._PCC_7120 9
Novosphingobium_sp._PP1Y 20
Oceanobacillus_iheyensis_HTE831 6
Ochrobactrum_anthropi_ATCC_49188 8
Oligotropha_carboxidovorans_OM5 8
Opitutus_terrae_PB90-1 1
Oscillatoria_acuminata_PCC_6304 5
Oscillatoria_nigro-viridis_PCC_7112 15
Paenibacillus_mucilaginosus_3016 4
Paenibacillus_mucilaginosus_K02 5
Paenibacillus_mucilaginosus_KNP414 4
Paenibacillus_polymyxa_CR1 5
Paenibacillus_polymyxa_E681 2
Paenibacillus_polymyxa_M1 7
Paenibacillus_polymyxa_SC2 5
Paenibacillus_polymyxa_SQR-21 4
Paenibacillus_sabinae_T27 6
Paenibacillus_terrae_HPL-003 5
Paludibacter_propionicigenes_WB4 1
Pandoraea_pnomenusa 5
Pandoraea_pnomenusa_3kgm 5
Pantoea_ananatis_AJ13355 27
Pantoea_ananatis_LMG_5342 7
Paracoccus_aminophilus_JCM_7686 10
Pararhodospirillum_photometricum_DSM_122 3
Pectobacterium_atrosepticum_SCRI1043 6
Pectobacterium_carotovorum_subsp._carotovoru 6
Pectobacterium_sp._SCC3193 4
Pectobacterium_wasabiae_WPP163 6
Pedobacter_heparinus_DSM_2366 3
Pelobacter_carbinolicus_DSM_2380 8
Pelobacter_propionicus_DSM_2379 4
Pelosinus_sp._UFO1 5
Picrophilus_torridus_DSM_9790 1
Pleurocapsa_sp._PCC_7327 2
Polaromonas_naphthalenivorans_CJ2 27
Polaromonas_sp._JS666 8
Propionibacterium_freudenreichii_subsp 5
Proteus_mirabilis_BB2000 8
Proteus_mirabilis_HI4320 8
Providencia_stuartii 6
Pseudanabaena_sp._PCC_7367 4
Pseudogulbenkiania_sp._NH8B 11
Pseudomonas_aeruginosa_B136-33 4
Pseudomonas_aeruginosa_DK2 5
Pseudomonas_aeruginosa_LESB58 7
Pseudomonas_aeruginosa_LESB65 6
Pseudomonas_aeruginosa_M18 7
Pseudomonas_aeruginosa_MTB-1 6
Pseudomonas_aeruginosa_NCGM2.S1 9
Pseudomonas_aeruginosa_PAO1 3
Pseudomonas_aeruginosa_RP73 4
Pseudomonas_aeruginosa_SCV20265 8
Pseudomonas_brassicacearum 6
Pseudomonas_brassicacearum_subsp 6
Pseudomonas_chlororaphis 6
Pseudomonas_cichorii_JBC1 5
Pseudomonas_entomophila_L48 3
Pseudomonas_fluorescens 13
Pseudomonas_fluorescens_F113 6
Pseudomonas_fluorescens_Pf0-1 4
Pseudomonas_fluorescens_SBW25 7
Pseudomonas_mendocina_ymp 3
Pseudomonas_monteilii_SB3078 9
Pseudomonas_monteilii_SB3101 8
Pseudomonas_moraviensis_R28-S 9
Pseudomonas_poae_RE*1-1-14 5
Pseudomonas_protegens_CHA0 7
Pseudomonas_protegens_Pf-5 6
Pseudomonas_putida 11
Pseudomonas_putida_BIRD-1 5
Pseudomonas_putida_F1 6
Pseudomonas_putida_GB-1 408
Pseudomonas_putida_H8234 10
Pseudomonas_putida_S16 7
Pseudomonas_putida_W619 7
Pseudomonas_sp._TKP 7
Pseudomonas_sp._UW4 3
Pseudomonas_sp._VLB120 6
Pseudomonas_sp._WCS374 8
Pseudomonas_stutzeri 2
Pseudomonas_stutzeri_A1501 3
Pseudomonas_stutzeri_CCUG_29243 6
